date,mean_total_daily_precip_ukl,mean_total_daily_precip_williamson,mean_total_daily_precip_sprague
2023-02-17,0.017,0.013,0
2023-02-18,0.012,0.011,0
2023-02-19,0.021,0.002,0.016
2023-02-20,0.007,0.033,0
2023-02-21,0.332,0.114,0.03
2023-02-22,0.31,0.069,0.071
2023-02-23,0.214,0.132,0.128
2023-02-24,0.155,0.11,0.107
2023-02-25,0.079,0.11,0.066
2023-02-26,0.284,0.136,0.124
2023-02-27,0.515,0.467,0.312
2023-02-28,0.274,0.13,0.123
2023-03-01,0.025,0.005,0.001
2023-03-02,0.061,0.057,0.022
2023-03-03,0.01,0.006,0
2023-03-04,0.255,0.173,0.167
2023-03-05,0.222,0.208,0.174
2023-03-06,0.216,0.213,0.153
2023-03-07,0.194,0.165,0.274
2023-03-08,0.189,0.191,0.277
2023-03-09,0.668,0.777,0.567
2023-03-10,0.229,0.274,0.213
2023-03-11,0.08,0.014,0.028
2023-03-12,0.317,0.269,0.212
2023-03-13,0.505,0.369,0.304
2023-03-14,0.702,0.593,0.918
2023-03-15,0.014,0.006,0.016
2023-03-16,0.032,0,0.024
2023-03-17,0,0,0
2023-03-18,0.028,0.013,0.011
2023-03-19,0.472,0.512,0.397
2023-03-20,0.13,0.072,0.068
2023-03-21,0.024,0.039,0.065
2023-03-22,0.199,0.127,0.16
2023-03-23,0.414,0.123,0.087
2023-03-24,0.363,0.187,0.125
2023-03-25,0.195,0.065,0.022
2023-03-26,0.006,0,0.001
2023-03-27,0.341,0.484,0.288
2023-03-28,0.337,0.284,0.3
2023-03-29,0.021,0.047,0.04
2023-03-30,0.002,0.036,0.012
2023-03-31,0.089,0.051,0.024
2023-04-01,0.445,0.37,0.267
2023-04-02,0.34,0.117,0.131
2023-04-03,0.132,0.039,0.024
2023-04-04,0.105,0.079,0.048
2023-04-05,0.071,0.069,0.04
2023-04-06,0.239,0.089,0.146
2023-04-07,0.272,0.26,0.17
2023-04-08,0.071,0.009,0
2023-04-09,0.026,0.017,0.009
2023-04-10,0.271,0.083,0.187
2023-04-11,0.064,0.041,0.146
2023-04-12,0.042,0.006,0
2023-04-13,0.034,0.003,0
2023-04-14,0.002,0,0
2023-04-15,0.002,0.012,0.014
2023-04-16,0.032,0.01,0
2023-04-17,0.231,0.131,0.174
2023-04-18,0.173,0.09,0.05
2023-04-19,0.123,0.072,0.049
2023-04-20,0.123,0.106,0.047
2023-04-21,0.151,0.021,0.005
2023-04-22,0.005,0.003,0.003
2023-04-23,0.089,0.007,0
2023-04-24,0,0,0
2023-04-25,0,0,0
2023-04-26,0,0.002,0.007
2023-04-27,0,0,0
2023-04-28,0,0,0
2023-04-29,0,0,0.006
2023-04-30,0,0,0
2023-05-01,0.079,0.158,0.112
2023-05-02,0.298,0.056,0.115
2023-05-03,0.003,0.013,0.009
2023-05-04,0.029,0.137,0.184
2023-05-05,0.428,0.229,0.243
2023-05-06,0.192,0.355,0.259
2023-05-07,0.102,0.12,0.086
2023-05-08,0.27,0.325,0.273
2023-05-09,0,0.073,0.056
2023-05-10,0,0.005,0.015
2023-05-11,0,0,0
2023-05-12,0,0,0
2023-05-13,0,0,0
2023-05-14,0,0,0
2023-05-15,0.109,0.226,0.146
2023-05-16,0,0,0
2023-05-17,0,0,0
2023-05-18,0,0.004,0
2023-05-19,0,0,0.003
2023-05-20,0,0,0
2023-05-21,0,0,0.005
2023-05-22,0,0,0
2023-05-23,0.01,0,0
2023-05-24,0.01,0,0
2023-05-25,0,0,0
2023-05-26,0,0.008,0
2023-05-27,0.055,0.018,0.083
2023-05-28,0.011,0.009,0.045
2023-05-29,0.021,0,0.034
2023-05-30,0,0,0.154
2023-05-31,0,0.005,0.007
2023-06-01,0.037,0.049,0.077
2023-06-02,0,0,0
2023-06-03,0,0,0
2023-06-04,0,0.083,0.017
2023-06-05,0.016,0.071,0.066
2023-06-06,0.269,0.171,0.127
2023-06-07,0.164,0.197,0.215
2023-06-08,0.155,0.257,0.204
2023-06-09,0.006,0.116,0.198
2023-06-10,0.008,0.017,0.021
2023-06-11,0,0,0.01
2023-06-12,0.004,0.002,0
2023-06-13,0,0,0
2023-06-14,0,0.005,0.007
2023-06-15,0,0,0
2023-06-16,0,0,0
2023-06-17,0.008,0,0
2023-06-18,0.039,0.005,0
2023-06-19,0.055,0.071,0.198
2023-06-20,0,0,0.082
2023-06-21,0,0,0
2023-06-22,0,0,0
2023-06-23,0.003,0,0.011
2023-06-24,0.07,0.023,0.084
2023-06-25,0.005,0.002,0.012
2023-06-26,0.006,0.002,0.007
2023-06-27,0,0.009,0
2023-06-28,0,0,0
2023-06-29,0,0,0
2023-06-30,0,0,0
2023-07-01,0,0,0
2023-07-02,0,0,0
2023-07-03,0,0,0
2023-07-04,0,0.006,0.008
2023-07-05,0,0,0
2023-07-06,0,0,0
2023-07-07,0,0,0.037
2023-07-08,0,0,0
2023-07-09,0,0,0
2023-07-10,0,0.006,0.008
2023-07-11,0,0,0
2023-07-12,0,0,0
2023-07-13,0,0,0
2023-07-14,0,0,0
2023-07-15,0,0,0
2023-07-16,0,0,0
2023-07-17,0,0,0
2023-07-18,0,0,0
2023-07-19,0,0,0
2023-07-20,0,0.006,0
2023-07-21,0,0,0
2023-07-22,0,0,0
2023-07-23,0.008,0,0
2023-07-24,0.004,0,0
2023-07-25,0,0,0
2023-07-26,0,0.006,0
2023-07-27,0,0,0
2023-07-28,0.008,0,0
2023-07-29,0,0,0
2023-07-30,0,0,0
2023-07-31,0,0,0
2023-08-01,0,0,0
2023-08-02,0,0,0
2023-08-03,0,0,0
2023-08-04,0.1,0.124,0.119
2023-08-05,0,0,0.001
2023-08-06,0,0,0
2023-08-07,0,0,0
2023-08-08,0,0,0
2023-08-09,0,0,0
2023-08-10,0,0,0
2023-08-11,0,0,0
2023-08-12,0,0,0
2023-08-13,0,0,0
2023-08-14,0,0,0
2023-08-15,0,0,0
2023-08-16,0.006,0.046,0.016
2023-08-17,0.014,0.032,0.076
2023-08-18,0,0,0.002
2023-08-19,0.031,0.002,0.005
2023-08-20,0.125,0.028,0.004
2023-08-21,0.185,0.077,0.472
2023-08-22,0.133,0.181,0.225
2023-08-23,0.012,0.002,0
2023-08-24,0,0.002,0.023
2023-08-25,0,0,0
2023-08-26,0,0,0
2023-08-27,0,0,0
2023-08-28,0,0,0
2023-08-29,0.009,0.001,0
2023-08-30,0.018,0,0
2023-08-31,0.022,0.037,0
2023-09-01,0.307,0.151,0.217
2023-09-02,0.055,0.006,0.007
2023-09-03,0.018,0.057,0.052
2023-09-04,0,0,0
2023-09-05,0,0,0
2023-09-06,0,0,0
2023-09-07,0,0,0
2023-09-08,0,0,0
2023-09-09,0,0,0
2023-09-10,0,0,0
2023-09-11,0,0,0
2023-09-12,0,0,0
2023-09-13,0,0,0
2023-09-14,0,0,0
2023-09-15,0,0,0
2023-09-16,0.003,0,0
2023-09-17,0,0,0
2023-09-18,0,0,0
2023-09-19,0,0,0.006
2023-09-20,0,0,0
2023-09-21,0.053,0.017,0.013
2023-09-22,0,0.002,0.005
2023-09-23,0.028,0.001,0.008
2023-09-24,0.073,0.035,0.021
2023-09-25,0.42,0.345,0.102
2023-09-26,0.089,0.132,0.124
2023-09-27,0.064,0.049,0.006
2023-09-28,0.025,0.01,0.006
2023-09-29,0.21,0.268,0.243
2023-09-30,0.094,0.027,0.055
2023-10-01,0.036,0,0.002
2023-10-02,0.165,0.024,0.035
2023-10-03,0.05,0.004,0
2023-10-04,0.003,0,0
2023-10-05,0,0,0
2023-10-06,0,0,0
2023-10-07,0,0,0
2023-10-08,0,0,0.005
2023-10-09,0.083,0.052,0.028
2023-10-10,0.342,0.294,0.327
2023-10-11,0.152,0.067,0.018
2023-10-12,0.011,0,0.006
2023-10-13,0.061,0.07,0.066
2023-10-14,0,0,0.005
2023-10-15,0,0,0
2023-10-16,0.008,0.004,0
2023-10-17,0.004,0,0
2023-10-18,0,0,0.001
2023-10-19,0,0,0
2023-10-20,0,0,0
2023-10-21,0.004,0.002,0
2023-10-22,0.002,0.008,0.014
2023-10-23,0.003,0,0
2023-10-24,0.087,0.093,0.014
2023-10-25,0.383,0.193,0.129
2023-10-26,0.034,0.002,0
2023-10-27,0,0,0
2023-10-28,0.019,0,0
2023-10-29,0.058,0.051,0.017
2023-10-30,0.038,0.003,0.009
2023-10-31,0.028,0,0.001
2023-11-01,0.097,0.023,0.009
2023-11-02,0.321,0.12,0.118
2023-11-03,0.098,0.036,0.012
2023-11-04,0.28,0.304,0.167
2023-11-05,0.361,0.243,0.114
2023-11-06,0.339,0.363,0.321
2023-11-07,0.045,0.005,0
2023-11-08,0,0,0.006
2023-11-09,0.068,0.061,0.03
2023-11-10,0.032,0,0.01
2023-11-11,0,0,0
2023-11-12,0.05,0.016,0.009
2023-11-13,0.04,0.025,0
2023-11-14,0.107,0.081,0.006
2023-11-15,0.04,0,0
2023-11-16,0,0,0
2023-11-17,0.013,0.023,0.004
2023-11-18,0.547,0.371,0.394
2023-11-19,0.062,0.011,0
2023-11-20,0.032,0.04,0.037
2023-11-21,0.06,0,0.01
2023-11-22,0.028,0,0
2023-11-23,0,0,0.007
2023-11-24,0,0,0
2023-11-25,0,0,0
2023-11-26,0.01,0,0.001
2023-11-27,0.029,0,0.002
2023-11-28,0.002,0.019,0.01
2023-11-29,0.062,0.037,0.011
2023-11-30,0.298,0.21,0.18
2023-12-01,0.667,0.244,0.181
2023-12-02,1.137,0.639,0.322
2023-12-03,0.642,0.548,0.194
2023-12-04,0.109,0.043,0.015
2023-12-05,0,0.01,0
2023-12-06,0.244,0.14,0.144
2023-12-07,0.506,0.308,0.225
2023-12-08,0.039,0.008,0
2023-12-09,0.087,0.098,0.04
2023-12-10,0.257,0.166,0.102
2023-12-11,0.065,0.013,0.017
2023-12-12,0.003,0,0
2023-12-13,0,0,0
2023-12-14,0,0,0.005
2023-12-15,0.011,0,0
2023-12-16,0.013,0,0
2023-12-17,0.055,0.03,0.033
2023-12-18,0.192,0.187,0.323
2023-12-19,0.426,0.46,0.422
2023-12-20,0,0,0
2023-12-21,0.007,0.003,0
2023-12-22,0.043,0.008,0
2023-12-23,0.007,0.001,0
2023-12-24,0.18,0.073,0.026
2023-12-25,0.128,0.074,0.018
2023-12-26,0,0,0
2023-12-27,0.188,0.107,0.032
2023-12-28,0.026,0.005,0.012
2023-12-29,0.285,0.156,0.059
2023-12-30,0.105,0.057,0.041
2023-12-31,0,0,0
2024-01-01,0.005,0.003,0
2024-01-02,0.155,0.126,0.138
2024-01-03,0.068,0.007,0.014
2024-01-04,0.28,0.105,0.068
2024-01-05,0.122,0.056,0.004
2024-01-06,0.546,0.263,0.213
2024-01-07,0.168,0.028,0.007
2024-01-08,0.359,0.213,0.163
2024-01-09,0.757,0.497,0.226
2024-01-10,0.616,0.287,0.287
2024-01-11,0.153,0.099,0.106
2024-01-12,0.668,0.235,0.113
2024-01-13,1.593,1.197,0.966
2024-01-14,0.33,0.079,0.048
2024-01-15,0,0,0
2024-01-16,0.383,0.28,0.255
2024-01-17,0.404,0.323,0.154
2024-01-18,0.132,0.123,0.025
2024-01-19,0.005,0,0
2024-01-20,0.306,0.269,0.172
2024-01-21,0.372,0.399,0.297
2024-01-22,0.234,0.198,0.177
2024-01-23,0.126,0.074,0.045
2024-01-24,0.4,0.406,0.247
2024-01-25,0.118,0.082,0.016
2024-01-26,0.641,0.479,0.231
2024-01-27,0.25,0.146,0.055
2024-01-28,0.04,0.027,0.014
2024-01-29,0,0,0
2024-01-30,0,0,0.008
2024-01-31,0.039,0.009,0.052
2024-02-01,0.04,0.051,0.075
2024-02-02,0.079,0.101,0.118
2024-02-03,0,0,0
2024-02-04,0.302,0.257,0.301
2024-02-05,0.242,0.161,0.075
2024-02-06,0.027,0.031,0.003
2024-02-07,0.105,0.053,0.02
2024-02-08,0.085,0.029,0.007
2024-02-09,0.022,0.023,0.02
2024-02-10,0,0.002,0.003
2024-02-11,0.011,0,0.002
2024-02-12,0,0.007,0
2024-02-13,0.02,0.007,0.002
2024-02-14,0.515,0.582,0.378
2024-02-15,0.593,0.37,0.2
2024-02-16,0.083,0.031,0.019
2024-02-17,0.215,0.189,0.138
2024-02-18,0.342,0.245,0.21
2024-02-19,0.412,0.439,0.445
2024-02-20,0.055,0.135,0.151
2024-02-21,0.111,0.053,0.03
2024-02-22,0,0,0
2024-02-23,0,0,0
2024-02-24,0,0,0
2024-02-25,0.026,0.032,0.007
2024-02-26,0.445,0.25,0.182
2024-02-27,0.059,0.024,0.016
2024-02-28,0.087,0.045,0.034
2024-02-29,0.59,0.514,0.352
2024-03-01,0.55,0.535,0.413
2024-03-02,0.277,0.171,0.158
2024-03-03,0.363,0.15,0.163
2024-03-04,0.538,0.509,0.282
2024-03-05,0.895,0.628,0.576
2024-03-06,0.131,0.008,0.032
2024-03-07,0.004,0,0
2024-03-08,0.015,0.009,0.017
2024-03-09,0.081,0.056,0.077
2024-03-10,0.128,0.082,0.047
2024-03-11,0.17,0.153,0.12
2024-03-12,0.227,0.199,0.075
2024-03-13,0.024,0,0
2024-03-14,0,0,0
2024-03-15,0,0.004,0.007
2024-03-16,0.001,0,0
2024-03-17,0,0,0
2024-03-18,0,0.001,0.005
2024-03-19,0,0,0
2024-03-20,0,0,0
2024-03-21,0.018,0.002,0
2024-03-22,0.008,0.003,0
2024-03-23,0.28900000000000003,0.265,0.317
2024-03-24,0.193,0.149,0.16
2024-03-25,0.151,0.023,0.019
2024-03-26,0.08700000000000001,0.015,0.032
2024-03-27,0.047,0.008,0.012
2024-03-28,0.41400000000000003,0.317,0.259
2024-03-29,0.08700000000000001,0.060000000000000005,0.075
2024-03-30,0.083,0.054,0.075
2024-03-31,0,0,0.01
2024-04-01,0,0,0
2024-04-02,0.011,0.003,0.007
2024-04-03,0.034,0.001,0.009
2024-04-04,0.131,0.163,0.251
2024-04-05,0.022,0.046,0.08700000000000001
2024-04-06,0.016,0.009,0.008
2024-04-07,0.114,0.018,0.019
2024-04-08,0.019,0.011,0.019
2024-04-09,0.004,0.006,0.009
2024-04-10,0,0,0
2024-04-11,0,0,0
2024-04-12,0,0,0
2024-04-13,0.083,0.133,0.029
2024-04-14,0.439,0.418,0.226
2024-04-15,0.235,0.293,0.536
2024-04-16,0,0,0
2024-04-17,0,0,0
2024-04-18,0,0,0
2024-04-19,0.01,0,0
2024-04-20,0,0,0.004
2024-04-21,0,0,0
2024-04-22,0,0,0
2024-04-23,0,0,0
2024-04-24,0.005,0,0.003
2024-04-25,0,0,0
2024-04-26,0.253,0.085,0.126
2024-04-27,0.332,0.109,0.093
2024-04-28,0.045,0.009000000000000001,0.001
2024-04-29,0.013,0.002,0
2024-04-30,0.026000000000000002,0.007,0
2024-05-01,0.004,0.004,0
2024-05-02,0.096,0.031,0.02
2024-05-03,0.269,0.09,0.134
2024-05-04,0.307,0.213,0.079
2024-05-05,0.6890000000000001,0.738,0.655
2024-05-06,0.14100000000000001,0.08700000000000001,0.216
2024-05-07,0.157,0.068,0.038
2024-05-08,0.024,0.006,0.002
2024-05-09,0.014,0,0.009000000000000001
2024-05-10,0.002,0,0.008
2024-05-11,0,0,0
2024-05-12,0.015,0,0
2024-05-13,0,0,0
2024-05-14,0,0,0
2024-05-15,0,0,0
2024-05-16,0,0,0
2024-05-17,0,0,0
2024-05-18,0,0,0.01
2024-05-19,0.002,0,0
2024-05-20,0,0,0
2024-05-21,0,0,0
2024-05-22,0.039,0.032,0.002
2024-05-23,0.038,0.001,0
2024-05-24,0.01,0,0
2024-05-25,0,0,0.005
2024-05-26,0,0,0
2024-05-27,0,0,0
2024-05-28,0,0,0
2024-05-29,0,0,0
2024-05-30,0.002,0,0
2024-05-31,0.01,0,0
2024-06-01,0,0,0
2024-06-02,0,0,0
2024-06-03,0.181,0.126,0.038
2024-06-04,0.191,0.067,0.056
2024-06-05,0,0,0
2024-06-06,0,0,0
2024-06-07,0,0,0
2024-06-08,0,0,0
2024-06-09,0.004,0.015,0.007
2024-06-10,0,0.021,0.034
2024-06-11,0,0,0
2024-06-12,0,0,0
2024-06-13,0,0,0
2024-06-14,0,0,0
2024-06-15,0.011,0.005,0.008
2024-06-16,0.003,0,0
2024-06-17,0.041,0.008,0.006
2024-06-18,0.003,0,0
2024-06-19,0,0,0.002
2024-06-20,0,0,0
2024-06-21,0,0,0
2024-06-22,0,0,0
2024-06-23,0,0,0
2024-06-24,0.008,0,0
2024-06-25,0,0,0
2024-06-26,0,0,0
2024-06-27,0,0,0
2024-06-28,0,0,0
2024-06-29,0,0,0
2024-06-30,0,0,0
2024-07-01,0,0.002,0
2024-07-02,0,0,0
2024-07-03,0,0,0
2024-07-04,0,0,0
2024-07-05,0,0,0
2024-07-06,0,0,0
2024-07-07,0,0,0
2024-07-08,0,0,0
2024-07-09,0,0,0
2024-07-10,0,0,0
2024-07-11,0,0,0
2024-07-12,0,0,0
2024-07-13,0,0,0
2024-07-14,0,0,0.003
2024-07-15,0,0,0
2024-07-16,0,0,0
2024-07-17,0,0.022,0.041
2024-07-18,0,0.005,0.007
2024-07-19,0,0,0
2024-07-20,0,0,0
2024-07-21,0.006,0.005,0.007
2024-07-22,0.002,0,0
2024-07-23,0,0,0
2024-07-24,0,0,0
2024-07-25,0,0,0
2024-07-26,0,0,0
2024-07-27,0,0,0
2024-07-28,0,0,0.004
2024-07-29,0,0,0
2024-07-30,0,0.001,0
2024-07-31,0,0,0
2024-08-01,0,0,0
2024-08-02,0,0,0
2024-08-03,0,0,0.005
2024-08-04,0.004,0.022,0.034999999999999996
2024-08-05,0,0.005,0
2024-08-06,0,0,0
2024-08-07,0,0,0
2024-08-08,0,0,0.003
2024-08-09,0,0,0
2024-08-10,0.001,0,0
2024-08-11,0,0,0
2024-08-12,0,0,0
2024-08-13,0,0,0.001
2024-08-14,0.011,0,0
2024-08-15,0.082,0.2,0.113
2024-08-16,0,0.03,0.014
2024-08-17,0.002,0,0.006
2024-08-18,0.089,0.052,0.022
2024-08-19,0,0,0
2024-08-20,0,0,0
2024-08-21,0,0,0
2024-08-22,0,0,0.003
2024-08-23,0.20500000000000002,0.125,0.05
2024-08-24,0.46900000000000003,0.365,0.175
2024-08-25,0.074,0.06,0.113
2024-08-26,0.012,0,0.008
2024-08-27,0,0,0
2024-08-28,0.001,0,0
2024-08-29,0,0,0
2024-08-30,0,0,0
2024-08-31,0,0,0
2024-09-01,0.001,0,0
2024-09-02,0,0,0
2024-09-03,0,0,0
2024-09-04,0,0,0
2024-09-05,0,0,0
2024-09-06,0,0,0
2024-09-07,0,0,0
2024-09-08,0,0,0
2024-09-09,0,0,0
2024-09-10,0,0,0
2024-09-11,0.003,0,0
2024-09-12,0.306,0.137,0.148
2024-09-13,0.016,0.016,0.002
2024-09-14,0,0,0
2024-09-15,0,0,0
2024-09-16,0.146,0.05,0.189
2024-09-17,0.029,0.019,0.092
2024-09-18,0.069,0.101,0.064
2024-09-19,0,0,0.003
2024-09-20,0,0,0
2024-09-21,0,0,0
2024-09-22,0,0,0
2024-09-23,0,0,0
2024-09-24,0,0,0
2024-09-25,0,0,0
2024-09-26,0,0,0
2024-09-27,0,0,0
2024-09-28,0,0,0
2024-09-29,0.001,0,0.005
2024-09-30,0,0,0
2024-10-01,0,0,0.006
2024-10-02,0,0,0
2024-10-03,0,0,0
2024-10-04,0.001,0,0.007
2024-10-05,0.003,0.002,0
2024-10-06,0.001,0,0.007
2024-10-07,0,0,0
2024-10-08,0,0,0
2024-10-09,0,0,0
2024-10-10,0,0,0
2024-10-11,0,0,0
2024-10-12,0.005,0.006,0.007
2024-10-13,0.004,0,0
2024-10-14,0,0,0
2024-10-15,0,0,0
2024-10-16,0.064,0.064,0.085
2024-10-17,0.17,0.147,0.20400000000000001
2024-10-18,0.081,0.01,0.024
2024-10-19,0.075,0.087,0.061
2024-10-20,0.004,0,0.002
2024-10-21,0.005,0.006,0
2024-10-22,0.034,0.034,0.006
2024-10-23,0,0,0
2024-10-24,0.07,0.048,0.115
2024-10-25,0.044,0.021,0.051
2024-10-26,0.022000000000000002,0.026000000000000002,0.025
2024-10-27,0.001,0.002,0
2024-10-28,0.401,0.224,0.301
2024-10-29,0.177,0.059000000000000004,0.045
2024-10-30,0,0,0
2024-10-31,0.25,0.176,0.188
2024-11-01,0.292,0.218,0.082
2024-11-02,0.922,0.957,0.49
2024-11-03,0.393,0.14,0.068
2024-11-04,0.13899999999999998,0.012,0.014
2024-11-05,0.084,0.04,0.024
2024-11-06,0,0,0.002
2024-11-07,0,0,0
2024-11-08,0.017,0.003,0.007
2024-11-09,0,0,0
2024-11-10,0.002,0.008,0.006
2024-11-11,0.053,0.023,0.001
2024-11-12,0.34400000000000003,0.17300000000000001,0.255
2024-11-13,0.131,0.094,0.025
2024-11-14,0.795,0.744,0.337
2024-11-15,0.324,0.262,0.196
2024-11-16,0.013000000000000001,0,0.008
2024-11-17,0.198,0.156,0.084
2024-11-18,0.804,0.499,0.28400000000000003
2024-11-19,0.348,0.129,0.042
2024-11-20,0.476,0.378,0.22
2024-11-21,1.248,1.111,0.8140000000000001
2024-11-22,1.054,0.9550000000000001,0.904
2024-11-23,0.517,0.748,0.8140000000000001
2024-11-24,0.194,0.217,0.197
2024-11-25,0.095,0.079,0.042
2024-11-26,0.361,0.376,0.298
2024-11-27,0.091,0.114,0.222
2024-11-28,0,0,0
2024-11-29,0.008,0.018,0.028
2024-11-30,0.027,0,0.012
2024-12-01,0.02,0.026000000000000002,0.032
2024-12-02,0,0,0.007
2024-12-03,0.012,0.008,0.006
2024-12-04,0,0,0
2024-12-05,0.005,0.002,0
2024-12-06,0,0,0
2024-12-07,0.009000000000000001,0.005,0
2024-12-08,0.137,0.067,0.013000000000000001
2024-12-09,0,0,0
2024-12-10,0,0,0
2024-12-11,0.018,0.006,0
2024-12-12,0.089,0.074,0.062
2024-12-13,0.112,0.10500000000000001,0.099
2024-12-14,0.723,0.539,0.359
2024-12-15,0.384,0.296,0.36
2024-12-16,0.42,0.346,0.247
2024-12-17,0.34199999999999997,0.497,0.259
2024-12-18,0.088,0.096,0.052
2024-12-19,0.097,0.027,0.003
2024-12-20,0.019,0.018000000000000002,0.021
2024-12-21,0.009,0.002,0.006
2024-12-22,0.316,0.283,0.222
2024-12-23,0.325,0.269,0.098
2024-12-24,0.442,0.254,0.164
2024-12-25,0.789,0.677,0.66
2024-12-26,0.428,0.377,0.216
2024-12-27,1.04,1.094,0.668
2024-12-28,1.013,0.902,0.645
2024-12-29,1.024,0.868,0.649
2024-12-30,0.883,0.689,0.495
2024-12-31,0.024,0,0.001
2025-01-01,0.291,0.231,0.133
2025-01-02,0.656,0.444,0.318
2025-01-03,0.414,0.365,0.166
2025-01-04,0.512,0.435,0.47500000000000003
2025-01-05,0.536,0.389,0.228
2025-01-06,0.355,0.246,0.13
2025-01-07,0.087,0.092,0.101
2025-01-08,0,0,0
2025-01-09,0.012,0.002,0.006
2025-01-10,0,0,0
2025-01-11,0.135,0.039,0.005
2025-01-12,0,0,0
2025-01-13,0.002,0.004,0
2025-01-14,0.018,0.002,0.005
2025-01-15,0.012,0.001,0
2025-01-16,0,0,0.005
2025-01-17,0,0,0.012
2025-01-18,0,0,0
2025-01-19,0,0,0
2025-01-20,0,0,0
2025-01-21,0,0,0
2025-01-22,0,0,0
2025-01-23,0.008,0,0
2025-01-24,0.012,0,0
2025-01-25,0,0,0
2025-01-26,0,0,0
2025-01-27,0,0,0
2025-01-28,0.011,0,0
2025-01-29,0,0,0
2025-01-30,0.011,0,0
2025-01-31,0.038,0.03,0.02
2025-02-01,0.903,0.826,0.331
2025-02-02,0.86,0.536,0.507
2025-02-03,0.707,0.532,1.07
2025-02-04,1.0110000000000001,0.992,1.115
2025-02-05,0.388,0.504,0.925
2025-02-06,0.155,0.137,0.081
2025-02-07,0.381,0.452,0.507
2025-02-08,0.116,0.029,0.052000000000000005
2025-02-09,0.124,0.032,0.001
2025-02-10,0,0,0
2025-02-11,0.002,0.002,0
2025-02-12,0,0,0
2025-02-13,0.042,0.068,0.106
2025-02-14,0.35100000000000003,0.336,0.307
2025-02-15,0.241,0.062,0.052
2025-02-16,0.047,0.059000000000000004,0.056
2025-02-17,0.243,0.228,0.152
2025-02-18,0.204,0.097,0.048
2025-02-19,0.097,0.047,0.036
2025-02-20,0.348,0.244,0.158
2025-02-21,0.007,0,0
2025-02-22,0.019,0.035,0.041
2025-02-23,0.358,0.162,0.082
2025-02-24,1.118,0.865,0.303
2025-02-25,0.251,0.181,0.06
2025-02-26,0.053,0.008,0
2025-02-27,0.019,0.014,0.008
2025-02-28,0,0,0
2025-03-01,0,0,0
2025-03-02,0.096,0.078,0.041
2025-03-03,0.222,0.108,0.046
2025-03-04,0.02,0.004,0
2025-03-05,0.08,0.028,0.033
2025-03-06,0.036,0.197,0.144
2025-03-07,0.032,0.064,0.078
2025-03-08,0.012,0,0.012
2025-03-09,0.02,0.049,0.05
2025-03-10,0,0,0.006
2025-03-11,0,0,0
2025-03-12,0.012,0.026,0.001
2025-03-13,0.318,0.226,0.221
2025-03-14,0.214,0.07,0.056
2025-03-15,0.467,0.424,0.275
2025-03-16,0.506,0.484,0.244
2025-03-17,1.0030000000000001,0.9309999999999999,0.576
2025-03-18,0.307,0.14200000000000002,0.157
2025-03-19,0.027,0.046,0.013
2025-03-20,0.111,0.115,0.08600000000000001
2025-03-21,0.212,0.08900000000000001,0.060000000000000005
2025-03-22,0.255,0.151,0.108
2025-03-23,0.216,0.07200000000000001,0.046
2025-03-24,0.012,0,0
2025-03-25,0,0,0
2025-03-26,0,0,0
2025-03-27,0.002,0.009,0
2025-03-28,0.153,0.11,0.036
2025-03-29,0.144,0.093,0.148
2025-03-30,0.002,0,0.022
2025-03-31,0.311,0.221,0.201
2025-04-01,0.18,0.17,0.216
2025-04-02,0.208,0.17600000000000002,0.20400000000000001
2025-04-03,0.039,0.004,0.019
2025-04-04,0,0,0
2025-04-05,0.004,0.001,0.003
2025-04-06,0,0.008,0.009000000000000001
2025-04-07,0.157,0.148,0.079
2025-04-08,0.089,0.081,0.09
2025-04-09,0,0,0
2025-04-10,0,0,0.004
2025-04-11,0,0.003,0
2025-04-12,0,0,0
2025-04-13,0,0,0
2025-04-14,0,0,0
2025-04-15,0.012,0,0
2025-04-16,0,0,0
2025-04-17,0,0,0.005
2025-04-18,0,0,0.006
2025-04-19,0,0,0
2025-04-20,0,0.01,0.007
2025-04-21,0,0,0
2025-04-22,0,0,0
2025-04-23,0,0,0.006
2025-04-24,0,0,0
2025-04-25,0,0,0
2025-04-26,0.313,0.28,0.228
2025-04-27,0.175,0.158,0.293
2025-04-28,0,0,0
2025-04-29,0.012,0,0
2025-04-30,0,0,0
2025-05-01,0,0,0
2025-05-02,0,0,0.005
2025-05-03,0.002,0.014,0
2025-05-04,0.053,0.153,0.07200000000000001
2025-05-05,0.013,0,0
2025-05-06,0.003,0,0.003
2025-05-07,0,0,0.001
2025-05-08,0,0,0.009000000000000001
2025-05-09,0,0,0
2025-05-10,0,0,0
2025-05-11,0,0,0.003
2025-05-12,0.10200000000000001,0.099,0.057
2025-05-13,0.393,0.355,0.426
2025-05-14,0.061,0.018,0.038
2025-05-15,0.002,0,0
2025-05-16,0,0.02,0.048
2025-05-17,0.023,0.006,0.001
2025-05-18,0.086,0.03,0.05
2025-05-19,0.001,0.002,0
2025-05-20,0.085,0.025,0.017
2025-05-21,0,0,0
2025-05-22,0,0,0.003
2025-05-23,0,0,0
2025-05-24,0,0,0
2025-05-25,0,0,0
2025-05-26,0,0,0
2025-05-27,0,0,0.004
2025-05-28,0,0,0.005
2025-05-29,0,0,0.015000000000000001
2025-05-30,0,0,0
2025-05-31,0,0,0.005
2025-06-01,0,0,0
2025-06-02,0,0,0.005
