Date,UKL8,UKL19,UKL30,UKL41,UKL52,UKL63,UKL76,UKL85,UKL96,UKL107,WIL18,WIL40,WIL62,WIL84,WIL106,WIL128,WIL150,WIL172,WIL194,WIL216,SPR16,SPR42,SPR66,SPR91,SPR113,SPR145,SPR160,SPR185,SPR216,SPR245
9/5/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2024,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/2024,0.37,0.41,0.3,0.35,0.2,0.34,0.26,0.38,0.27,0.18,0.05,0.19,0.02,0.32,0.18,0.02,0.08,0.28,0.09,0.14,0.1,0.11,0.12,0.14,0.14,0.16,0.18,0.13,0.16,0.24
9/13/2024,0.07,0.08,0,0,0,0,0,0.01,0,0,0.06,0.05,0.01,0.03,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
9/14/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2024,0.08,0.05,0.12,0.11,0.11,0.19,0.18,0.29,0.17,0.16,0,0.04,0.02,0.07,0.06,0.02,0.06,0.09,0.04,0.1,0.17,0.33,0.26,0.12,0.1,0.18,0.1,0.1,0.29,0.24
9/17/2024,0.04,0.08,0.01,0.02,0.01,0.01,0.02,0.02,0.03,0.05,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.01,0.08,0.16,0.13,0.05,0.04,0.06,0.06,0.05,0.13,0.16
9/18/2024,0.07,0.09,0.11,0.05,0.08,0.06,0.06,0.06,0.06,0.05,0.09,0.08,0.11,0.08,0.1,0.12,0.11,0.11,0.1,0.11,0.06,0.06,0.05,0.08,0.08,0.05,0.06,0.06,0.06,0.08
9/19/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0
9/20/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/2024,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0
9/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
10/2/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2024,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0,0
10/5/2024,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
10/6/2024,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0,0
10/7/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2024,0,0,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0.06,0.01,0,0
10/13/2024,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2024,0.05,0.01,0.09,0.05,0.1,0.03,0.07,0.06,0.07,0.11,0.03,0.02,0.06,0.06,0.06,0.08,0.07,0.08,0.09,0.09,0.08,0.05,0.05,0.09,0.09,0.11,0.1,0.11,0.14,0.03
10/17/2024,0.28,0.3,0.07,0.2,0.06,0.2,0.12,0.26,0.14,0.07,0.12,0.11,0.12,0.14,0.14,0.14,0.19,0.14,0.3,0.07,0.2,0.24,0.23,0.27,0.21,0.13,0.11,0.14,0.16,0.35
10/18/2024,0.11,0.11,0,0.13,0.03,0.12,0.07,0.12,0.08,0.04,0,0.04,0,0.04,0,0,0.02,0,0,0,0,0.04,0.02,0.01,0.02,0.01,0.03,0.01,0.03,0.07
10/19/2024,0.08,0.19,0.07,0.05,0.05,0.07,0.06,0.09,0.06,0.03,0.09,0.08,0.08,0.08,0.09,0.1,0.08,0.09,0.08,0.1,0.06,0.04,0.03,0.09,0.1,0.03,0.18,0.06,0.02,0
10/20/2024,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
10/21/2024,0.01,0,0,0,0,0,0.02,0.02,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2024,0.09,0.02,0,0.06,0.02,0.06,0.03,0.04,0.02,0,0.08,0.11,0.03,0.08,0.02,0,0.02,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0
10/23/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2024,0.06,0.02,0.03,0.08,0.04,0.09,0.08,0.12,0.1,0.08,0.01,0.01,0.04,0.03,0.04,0.07,0.1,0.04,0.1,0.04,0.1,0.18,0.13,0.11,0.09,0.06,0.06,0.07,0.12,0.23
10/25/2024,0.07,0.18,0.02,0.02,0,0.04,0.03,0.05,0.03,0,0,0.02,0.02,0.03,0.02,0.03,0.04,0.02,0,0.03,0.02,0.08,0.06,0.01,0.04,0.01,0.18,0,0.03,0.08
10/26/2024,0.08,0.1,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.05,0.03,0.01,0.07,0.04,0.01,0.02,0.01,0.06,0.05,0.01,0.06,0.03,0,0
10/27/2024,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2024,0.87,0.87,0.09,0.48,0.1,0.36,0.23,0.56,0.29,0.16,0.21,0.28,0.17,0.38,0.21,0.15,0.29,0.16,0.28,0.11,0.22,0.32,0.29,0.31,0.27,0.24,0.23,0.2,0.38,0.55
10/29/2024,0.24,0.21,0.09,0.23,0.14,0.23,0.17,0.25,0.15,0.06,0.03,0.09,0.04,0.14,0.08,0.02,0.08,0.06,0,0.05,0.03,0.09,0.05,0.05,0.05,0.03,0.12,0,0.01,0.02
10/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2024,0.43,0.49,0.1,0.27,0.16,0.25,0.16,0.36,0.18,0.1,0.15,0.17,0.15,0.24,0.17,0.16,0.22,0.14,0.18,0.18,0.15,0.2,0.17,0.22,0.21,0.15,0.31,0.13,0.15,0.19
11/1/2024,0.53,0.59,0.33,0.31,0.18,0.27,0.13,0.36,0.16,0.06,0.22,0.28,0.21,0.38,0.29,0.11,0.19,0.3,0,0.2,0.05,0.14,0.08,0.07,0.13,0.01,0.34,0,0,0
11/2/2024,1.26,1.12,1.05,0.87,0.86,0.91,0.81,0.96,0.8,0.58,1.19,1.25,0.95,1.24,1.02,0.7,0.85,0.99,0.54,0.84,0.6,0.46,0.4,0.66,0.69,0.32,0.91,0.42,0.2,0.24
11/3/2024,0.75,0.72,0.05,0.53,0.14,0.45,0.23,0.69,0.28,0.09,0.15,0.24,0.11,0.34,0.15,0.04,0.16,0.08,0.06,0.07,0,0.07,0.03,0.14,0.14,0.02,0.28,0,0,0
11/4/2024,0.31,0.22,0,0.24,0,0.18,0.01,0.36,0.07,0,0.01,0.04,0,0.06,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.03,0,0.03,0.07
11/5/2024,0.15,0.2,0.04,0.1,0.05,0.07,0.05,0.11,0.06,0.01,0.03,0.05,0.03,0.09,0.05,0.01,0.04,0.05,0,0.05,0,0.04,0.02,0.01,0.04,0,0.13,0,0,0
11/6/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
11/7/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2024,0.03,0.09,0,0.01,0,0.01,0,0.03,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0
11/9/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0.06,0,0,0
11/11/2024,0.1,0.1,0.03,0.05,0.05,0.03,0.06,0.05,0.04,0.02,0.01,0.07,0.02,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
11/12/2024,0.55,0.61,0.1,0.45,0.18,0.34,0.24,0.49,0.29,0.19,0.17,0.19,0.15,0.26,0.17,0.12,0.22,0.14,0.12,0.19,0.17,0.29,0.25,0.2,0.22,0.23,0.35,0.16,0.31,0.37
11/13/2024,0.29,0.21,0.14,0.14,0.09,0.13,0.07,0.18,0.06,0,0.11,0.14,0.1,0.18,0.13,0.04,0.08,0.11,0,0.05,0.02,0.03,0.02,0.02,0.05,0.01,0.1,0,0,0
11/14/2024,1.48,1.15,0.83,0.86,0.61,0.76,0.53,0.9,0.53,0.3,0.86,0.94,0.72,1.09,0.81,0.51,0.72,0.78,0.4,0.61,0.28,0.38,0.27,0.53,0.54,0.21,0.76,0.24,0.07,0.09
11/15/2024,0.75,0.36,0.26,0.32,0.28,0.29,0.27,0.28,0.26,0.17,0.3,0.36,0.24,0.4,0.27,0.18,0.26,0.22,0.17,0.22,0.15,0.27,0.23,0.23,0.22,0.17,0.29,0.14,0.14,0.12
11/16/2024,0,0,0,0,0.01,0.03,0.02,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.06
11/17/2024,0.29,0.39,0.11,0.21,0.17,0.21,0.15,0.28,0.14,0.03,0.21,0.21,0.18,0.23,0.19,0.12,0.17,0.11,0,0.14,0.08,0.15,0.1,0.08,0.11,0.02,0.29,0.01,0,0
11/18/2024,1.29,1.58,0.44,1.11,0.25,0.97,0.36,1.35,0.48,0.21,0.49,0.67,0.48,0.9,0.58,0.32,0.54,0.51,0.26,0.24,0.29,0.3,0.24,0.38,0.39,0.17,0.46,0.17,0.18,0.26
11/19/2024,0.6,0.7,0.11,0.49,0.1,0.41,0.14,0.65,0.21,0.07,0.14,0.23,0.1,0.34,0.17,0.01,0.13,0.11,0,0.06,0,0.04,0.01,0.05,0.09,0.01,0.22,0,0,0
11/20/2024,0.97,0.79,0.55,0.4,0.36,0.36,0.33,0.43,0.36,0.21,0.39,0.42,0.34,0.52,0.46,0.24,0.33,0.5,0.25,0.33,0.17,0.17,0.15,0.3,0.31,0.18,0.44,0.15,0.15,0.18
11/21/2024,1.49,1.39,1.48,1.1,1.21,1.16,1.18,1.21,1.23,1.03,1.01,1.06,0.99,1.2,1.21,0.99,1.09,1.36,0.98,1.22,0.7,0.77,0.66,1.06,1.08,0.77,1.21,0.88,0.51,0.5
11/22/2024,1.91,1.34,0.98,1.07,0.95,0.83,0.85,0.95,0.96,0.7,0.85,0.8,0.86,1.01,1.02,0.9,1.09,1,0.93,1.09,0.76,1.01,0.82,1.06,1.06,0.64,1.44,0.68,0.69,0.88
11/23/2024,0.86,0.56,0.46,0.48,0.49,0.51,0.41,0.66,0.43,0.31,0.69,0.6,0.76,0.61,0.64,0.82,0.94,0.69,1.07,0.66,0.83,1.04,0.91,1.09,0.87,0.78,0.7,0.78,0.55,0.59
11/24/2024,0.4,0.23,0.18,0.21,0.14,0.19,0.12,0.27,0.13,0.07,0.27,0.23,0.22,0.24,0.23,0.17,0.24,0.2,0.18,0.19,0.21,0.25,0.21,0.23,0.21,0.14,0.25,0.12,0.16,0.19
11/25/2024,0.18,0.2,0.05,0.1,0.06,0.07,0.06,0.1,0.08,0.05,0.1,0.1,0.07,0.1,0.08,0.06,0.07,0.06,0.08,0.07,0.02,0.03,0.02,0.08,0.08,0.02,0.14,0.03,0,0
11/26/2024,0.52,0.58,0.49,0.32,0.37,0.28,0.28,0.28,0.3,0.19,0.36,0.39,0.38,0.46,0.44,0.31,0.4,0.44,0.19,0.39,0.3,0.37,0.31,0.3,0.32,0.23,0.53,0.18,0.22,0.22
11/27/2024,0.2,0.12,0.02,0.15,0.02,0.1,0.03,0.18,0.05,0.04,0.03,0.04,0.07,0.07,0.06,0.09,0.24,0.12,0.34,0.08,0.22,0.32,0.26,0.32,0.26,0.14,0.14,0.2,0.16,0.2
11/28/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2024,0,0,0.04,0,0,0.02,0,0.02,0,0,0,0.01,0.01,0.02,0.02,0,0.04,0.06,0,0.02,0.08,0,0,0,0,0,0,0,0.06,0.14
11/30/2024,0.04,0.09,0,0.03,0,0.03,0,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0
12/1/2024,0.09,0.1,0,0.01,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.01,0.04,0.1,0.02,0,0.04,0.04,0.08,0.04,0,0.04,0,0.12,0,0,0
12/2/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.05,0,0,0
12/3/2024,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0.01,0.03,0,0,0,0.01,0.04,0.01,0,0,0,0,0,0,0
12/4/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/2024,0,0,0.02,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
12/6/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/2024,0,0,0.02,0,0,0.02,0,0.05,0,0,0,0,0,0.02,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
